1928.000 609
1928.083 1516
1928.167 4952
1928.250 7466
1928.333 11155
1928.417 7002
1928.500 1315
1928.583 189
1928.667 74
1928.750 119
1928.833 287
1928.917 324
1929.000 288
1929.083 241
1929.167 347
1929.250 378
1929.333 498
1929.417 324
1929.500 151
1929.583 69
1929.667 44
1929.750 42
1929.833 34
1929.917 121
1930.000 316
1930.083 781
1930.167 1870
1930.250 5309
1930.333 7499
1930.417 5386
1930.500 1386
1930.583 211
1930.667 107
1930.750 128
1930.833 219
1930.917 423
1931.000 750
1931.083 2010
1931.167 4858
1931.250 6172
1931.333 7095
1931.417 4238
1931.500 907
1931.583 165
1931.667 43
1931.750 54
1931.833 93
1931.917 134
1932.000 146
1932.083 270
1932.167 621
1932.250 1096
1932.333 2271
1932.417 2537
1932.500 1081
1932.583 288
1932.667 118
1932.750 149
1932.833 594
1932.917 1183
1933.000 1960
1933.083 4699
1933.167 9635
1933.250 9573
1933.333 6605
1933.417 2697
1933.500 601
1933.583 139
1933.666 50
1933.750 55
1933.833 71
1933.916 131
1934.000 133
1934.083 168
1934.166 431
1934.250 652
1934.333 1414
1934.416 1317
1934.500 422
1934.583 95
1934.666 47
1934.750 45
1934.833 86
1934.916 205
1935.000 508
1935.083 1576
1935.166 4357
1935.250 6630
1935.333 6813
1935.416 5182
1935.500 1975
1935.583 358
1935.666 67
1935.750 136
1935.833 333
1935.916 555
1936.000 1426
1936.083 4054
1936.166 7376
1936.250 8792
1936.333 8247
1936.416 4738
1936.500 1443
1936.583 213
1936.666 87
1936.750 99
1936.833 154
1936.916 219
1937.000 235
1937.083 365
1937.166 1075
1937.250 2253
1937.333 3546
1937.416 3058
1937.500 880
1937.583 247
1937.666 84
1937.750 90
1937.833 136
1937.916 122
1938.000 519
1938.083 1585
1938.166 5743
1938.250 10018
1938.333 8634
1938.416 6253
1938.500 1231
1938.583 239
1938.666 75
1938.750 26
1938.833 110
1938.916 171
1939.000 224
1939.083 219
1939.166 361
1939.250 517
1939.333 969
1939.416 738
1939.500 274
1939.583 110
1939.666 36
1939.750 54
1939.833 60
1939.916 91
1940.000 90
1940.083 207
1940.166 268
1940.250 533
1940.333 1365
1940.416 1906
1940.500 1269
1940.583 307
1940.666 151
1940.750 354
1940.833 1050
1940.916 2996
1941.000 6336
1941.083 13226
1941.166 25826
1941.250 22741
1941.333 8195
1941.416 2527
1941.500 436
1941.583 100
1941.666 63
1941.749 67
1941.833 55
1941.916 74
1941.999 137
1942.083 169
1942.166 233
1942.249 404
1942.333 557
1942.416 387
1942.499 127
1942.583 60
1942.666 34
1942.749 45
1942.833 49
1942.916 59
1942.999 232
1943.083 877
1943.166 2174
1943.249 3855
1943.333 5724
1943.416 5760
1943.499 1759
1943.583 453
1943.666 142
1943.749 300
1943.833 676
1943.916 1675
1943.999 2567
1944.083 5242
1944.166 8498
1944.249 5458
1944.333 2779
1944.416 1151
1944.499 182
1944.583 63
1944.666 21
1944.749 26
1944.833 30
1944.916 31
1944.999 60
1945.083 82
1945.166 171
1945.249 207
1945.333 221
1945.416 358
1945.499 194
1945.583 68
1945.666 18
1945.749 79
1945.833 181
1945.916 231
1945.999 809
1946.083 2022
1946.166 5014
1946.249 6597
1946.333 4759
1946.416 2191
1946.499 596
1946.583 107
1946.666 68
1946.749 56
1946.833 75
1946.916 114
1946.999 254
1947.083 379
1947.166 669
1947.249 1141
1947.333 1682
1947.416 1613
1947.499 854
1947.583 202
1947.666 88
1947.749 174
1947.833 234
1947.916 625
1947.999 1709
1948.083 3319
1948.166 6807
1948.249 6909
1948.333 5481
1948.416 3548
1948.499 802
1948.583 159
1948.666 64
1948.749 32
1948.833 47
1948.916 83
1948.999 169
1949.083 390
1949.166 629
1949.249 693
1949.333 1008
1949.416 960
1949.499 454
1949.583 234
1949.666 133
1949.749 100
1949.833 214
1949.916 483
1949.999 1055
1950.082 1930
1950.166 3776
1950.249 4777
1950.332 5428
1950.416 3440
1950.499 1012
1950.582 232
1950.666 73
1950.749 89
1950.832 90
1950.916 88
1950.999 282
1951.082 381
1951.166 549
1951.249 1079
1951.332 1915
1951.416 1770
1951.499 948
1951.582 380
1951.666 184
1951.749 246
1951.832 515
1951.916 1360
1951.999 3707
1952.082 6441
1952.166 8616
1952.249 7754
1952.332 4945
1952.416 2288
1952.499 478
1952.582 75
1952.666 40
1952.749 68
1952.832 57
1952.916 146
1952.999 224
1953.082 246
1953.166 334
1953.249 518
1953.332 645
1953.416 600
1953.499 522
1953.582 215
1953.666 164
1953.749 209
1953.832 318
1953.916 1122
1953.999 2443
1954.082 4876
1954.166 10154
1954.249 10720
1954.332 6136
1954.416 4699
1954.499 1335
1954.582 249
1954.666 63
1954.749 59
1954.832 115
1954.916 188
1954.999 364
1955.082 603
1955.166 1305
1955.249 1853
1955.332 1865
1955.416 1797
1955.499 760
1955.582 245
1955.666 103
1955.749 98
1955.832 242
1955.916 477
1955.999 594
1956.082 1242
1956.166 2461
1956.249 4336
1956.332 6064
1956.416 4247
1956.499 1419
1956.582 441
1956.666 110
1956.749 169
1956.832 188
1956.916 375
1956.999 823
1957.082 789
1957.166 949
1957.249 1287
1957.332 1949
1957.416 1840
1957.499 845
1957.582 335
1957.666 176
1957.749 170
1957.832 231
1957.916 832
1957.999 1878
1958.082 3544
1958.165 6410
1958.249 7634
1958.332 4832
1958.415 2594
1958.499 893
1958.582 204
1958.665 86
1958.749 58
1958.832 47
1958.915 92
1958.999 199
1959.082 323
1959.165 537
1959.249 683
1959.332 716
1959.415 753
1959.499 567
1959.582 174
1959.665 144
1959.749 97
1959.832 187
1959.915 837
1959.999 2070
1960.082 4097
1960.165 6780
1960.249 6492
1960.332 3387
1960.415 1822
1960.499 469
1960.582 129
1960.665 51
1960.749 43
1960.832 78
1960.915 105
1960.999 227
1961.082 298
1961.165 374
1961.249 384
1961.332 644
1961.415 683
1961.499 343
1961.582 185
1961.665 109
1961.749 123
1961.832 383
1961.915 1043
1961.999 1725
1962.082 3056
1962.165 5839
1962.249 7875
1962.332 6555
1962.415 2866
1962.499 1075
1962.582 266
1962.665 58
1962.749 86
1962.832 125
1962.915 145
1962.999 184
1963.082 260
1963.165 476
1963.249 782
1963.332 1200
1963.415 1289
1963.499 901
1963.582 362
1963.665 168
1963.749 221
1963.832 423
1963.915 1140
